course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
GEOG 452,Geography of Globalization,3,,,GEOG 360 recommended,
GEOG 455,People as Agents of Environmental Change,3,,,GEOG 340 recommended,
GEOG 458,Hazards and Risk Management,3,,,ES P 200 or GEOG 340 recommended,
GEOG 460,Population Geography,3,,,GEOG 360 recommended,
GEOG 462,"Gender, Place and Culture",3,,,GEOG 360 or WGSS 300 recommended,
GEOG 464,Urban Geography: Sustainable Cities,3,,,,GEOG 360 or GEOG 301 or ES P 200 or GEOG 467 recommended
GEOG 465,Social Geography,3,,,GEOG 360 recommended,
GEOG 467,Urban Geography: Metropolitan Problems and Solutions,3,,,,GEOG 360 or GEOG 301 recommended
GEOG 468,World Cities/Cities of the World,3,,,GEOG 360 recommended,
GEOG 469,Cities and Social Justice,3,,,GEOG 301 or GEOG 360 recommended,
GEOG 470,Political Geography,3,,,GEOG 360 recommended,
GEOG 471,Geographic Information Science (GISci) for Justice,3,,,Upper-division standing,
GEOG 473,Introduction to Earth Observation,4,,,GEOG 280 or GEOG 481 recommended,
GEOG 481,Geographic Information Science for Natural Sciences,4,,,"Junior/Senior/Graduate standing AND GEOG 135 or GEOG 140 or BIOL 153 or ERTH 102 or consent of instructor Introduces fundamentals of geographic information science and systems (GIS) to non-geography students, including concepts and skills in spatial reasoning and spatial thinking",
GEOG 482,Advanced Digital Cartography & GIS,4,,,GEOG 200 or equivalent and GEOG 380 or consent of instructor,
GEOG 485,Principles of Geographic Information Science,4,,,GEOG 280 or GEOG 371 or GEOG 481 ; or consent of instructor,
GEOG 486,Field Methods in Landscape Analysis,4,,,GWAR portfolio course or score of 11 or higher on the GWAR Placement Exam,
GEOG 487B,Urban GIS,4,,,,GEOG 485 or GEOG 585 or consent of instructor
GEOG 488,Geographic Information Science (GIS) Programming,4,,,GEOG 485 or GEOG 585 or consent of instructor Corequisite: GEOG 485 or GEOG 585 or consent of instructor Introduction to programming techniques for Geographic Information Sciences and applications for geography and related disciplines,GEOG 485 or GEOG 585 or consent of instructor Introduction to programming techniques for Geographic Information Sciences and applications for geography and related disciplines
GEOG 492,Applied Internship,3,,,Upper division or graduate standing,
GEOG 494,Selected Topics in Geography,,,,Consent of instructor,
GEOG 495,Field Training in Geographic Techniques,,,,GEOG 140 and consent of instructor In this advanced applied geography course students will enhance their knowledge of various geographic and/or geospatial techniques and apply these skills to address geographic and spatial questions through a combination of intense hands-on field work and data analyses,
GEOG 497,Directed Studies,,,,Consent of instructor,
GEOG 564,Urban Geography: Sustainable Cities,3,,,Graduate standing,
GEOG 582,Advanced Digital Cartography and GIS,4,,,Graduate standing,
GEOG 587A,Environmental GIS,4,,,Graduate standing,
GEOG 587B,Urban GIS,4,,,Graduate standing,
GEOG 588,Geographic Information Science (GIS) Programming,4,,,Graduate standing,
GEOG 596,Geographic Thought and Literature,3,,,graduate standing in Geography,
GEOG 600,Seminar in Geography,3,,,Graduate standing or consent of instructor,
GEOG 650,Seminar in Cultural Geography,3,,,graduate student standing or consent of instructor,
GEOG 666,Seminar in Urban Geography,3,,,Graduate student standing or consent of instructor,
GEOG 696,Seminar in Geographical Research Design,3,,,GEOG 596 and graduate standing in Geography,
GEOG 697,Directed Research,,,,Consent of instructor,
GEOG 698,Thesis,,,,Consent of instructor,
