course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
MUS 574A,Jazz Arranging I,2,,,"Graduate students in music, or consent of instructor",
MUS 575,Studies in Choral Music,3,,,"Graduate students in music, or consent of instructor",
MUS 577,Piano Accompanying,2,,,Graduate student in Music or consent of instructor,
MUS 578,Musical Instruments of World,3,,,Graduate student in Music or consent of instructor,
MUS 582A,Choral Methods and Literature II,3,,,Post baccalaureate music credential students; graduate students in music,
MUS 582B,Instrumental Methods and Literature II,3,,,Post baccalaureate music credential students; graduate students in music,
MUS 592A,Studies in Keyboard Music,2,,,Graduate student in Music or consent of instructor,
MUS 592B,Studies in Keyboard Music,2,,,Graduate student in Music or consent of instructor,
MUS 593,Selected Topics - Instrumental Music,3,,,Graduate student in Music or consent of instructor,
MUS 594,Introduction to Organ Technique and Literature,3,,,Keyboard major or consent of instructor,
MUS 595,Selected Topics in Music,,,,Consent of graduate advisor and instructor,
MUS 597,Selected Topics - Music Composition,3,,,Consent of graduate advisor and instructor,
MUS 598,Teaching Music in the University,1,,,"Graduate Students in Music, or consent of instructor",
MUS 599,Special Studies,,,,Consent of Graduate Advisor and instructor,
MUS 600,Selected Topics - Chamber Music,1,,,"Audition required except for Cantus (I), and Laptop Ensemble (W)",
MUS 696,Research Methods,3,,,Graduate Students in Music or consent of instructor,
MUS 698,Thesis or Project,,,,Advancement to candidacy and consent of Graduate Advisor,
