course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
ENGL 494,Guided Project in Professional/Technical Writing,3,,,"Upper division standing, admission to the Professional Writing Certificate (PWC) program AND completion of the PWC Area I requirements ( ENGL 416 , ENGL 417 , ENGL 418 , ENGL 419 )",
ENGL 495,Professional Writing Certificate Portfolio,3,,,"Upper division standing, admission to the Professional Writing Certificate (PWC) program AND completion of the PWC Area I requirements ( ENGL 416",
ENGL 496A,RipRap Literary Journal - Producing a Literary Magazine,3,,,GE Foundation,
ENGL 496B,RipRap Literary Journal - Producing a Literary Magazine,3,,,GE Foundation,
ENGL 497,Theories and Practices of Individualized Writing Instruction,3,,,Consent of instructor,
ENGL 499,Directed Studies,,,,Consent of instructor,
ENGL 505A,Seminar in Prose Writing,4,,,Admission to the MFA in Creative Writing,
ENGL 505B,Seminar in Prose Writing,4,,,Admission to the MFA in Creative Writing and ENGL 505A,
ENGL 506A,Seminar in Poetry Writing,4,,,Admission to the MFA in Creative Writing,
ENGL 506B,Seminar in Poetry Writing,4,,,Admission to the MFA in Creative Writing and ENGL 506A,
ENGL 550,Old English Language and Literature,4,,,Consent of instructor,
ENGL 551,Middle English Language and Literature,4,,,Consent of instructor,
ENGL 560,Anglophone Postcolonial Literature,3,,,"GE Foundation Requirements Survey of literature of various genres written in English in countries other than the United States or Great Britain, often in former colonies of the British Empire",
ENGL 571A,African American Literature to Reconstruction,3,,,,Graduate standing or consent of instructor
ENGL 571B,African American Literature since Reconstruction,3,,,,Graduate standing or consent of instructor
ENGL 596A,RipRap Literary Journal - Producing a Literary Magazine,3,,,Must be a student registered in MFA in Creative Writing or MA in English,
ENGL 596B,RipRap Literary Journal - Producing a Literary Magazine,3,,,Must be a student registered in MFA in Creative Writing or MA in English,
ENGL 598,Directed Studies,,,,"Baccalaureate degree, consent of instructor",
ENGL 605A,Advanced Seminar in Prose Writing,4,,,"Admission to the MFA in Creative Writing, ENGL 505A , and ENGL 505B",
ENGL 605B,Advanced Seminar in Prose Writing,4,,,"Admission to the MFA in Creative Writing, ENGL 505A , ENGL 505B , and ENGL 605A",
ENGL 606A,Advanced Seminar in Poetry Writing,4,,,"Admission to the MFA in Creative Writing, ENGL 506A , and ENGL 506B",
ENGL 606B,Advanced Seminar in Poetry Writing,4,,,"Admission to the MFA in Creative Writing, ENGL 506A , ENGL 506B , and ENGL 606A",
ENGL 652,Seminar in the English Renaissance,4,,,,ENGL 696
ENGL 653,Seminar in the Age of Milton,4,,,,ENGL 696
ENGL 655,Seminar in Restoration and Eighteenth-Century Literature,4,,,,ENGL 696
ENGL 656,Seminar in Romantic Literature,4,,,,ENGL 696
ENGL 657,Seminar in Victorian Literature,4,,,,ENGL 696
ENGL 659,Seminar in Twentieth-Century English Literature,4,,,,ENGL 696
ENGL 671,Digital Rhetoric,4,,,,ENGL 696
ENGL 672,Seminar in the Nineteenth-Century American Renaissance,4,,,,ENGL 696
ENGL 673,Seminar in American Realism,4,,,,ENGL 696
ENGL 674,Seminar in Twentieth-Century American Literature,4,,,,ENGL 696
ENGL 681,Selected Topics - Seminar in Major Authors,4,,,,ENGL 696
ENGL 683,Selected Topics - Seminar in English Studies,4,,,,ENGL 696
ENGL 684,Seminar in Advanced Literary Theory,4,,,Completion of ENGL 696,
ENGL 685,Seminar in Rhetorical History and Theory,4,,,,ENGL 696
ENGL 697,Directed Research,,,,ENGL 696 and consent of instructor,
ENGL 698,Thesis,,,,ENGL 696 and consent of instructor,
