course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
PSY 518,Computer Applications in Psychology,3,,,PSY majors only,
PSY 523,Qualitative Methods and Analysis,3,,,Psychology majors only,
PSY 527,Human Factors,3,,,"PSY 310 and two of the following: PSY 331 , PSY 332 or PSY 333",
PSY 551,Research in Social Psychology,3,,,"PSY 310 , PSY 351",
PSY 553,Principles of Group Dynamics,3,,,PSY 351,
PSY 575,Clinical Interviewing,3,,,"PSY 100 , PSY 220 , PSY 373",
PSY 581,Organizational Psychology,3,,,PSY 351 or PSY 381 or PSY 453 / PSY 553,
PSY 582,Research in Industrial and Organizational Psychology,3,,,PSY 220 and PSY 310,
PSY 585,Proseminar in Personnel Psychology,3,,,PSY 314,
PSY 590,Selected Topics in Psychology,,,,Consent of instructor,
PSY 596,Proseminar on Graduate Research,3,,,"Admission to MAPR program, consent of instructor; consent of graduate advisor",
PSY 599,Independent Study,,,,Consent of department,
PSY 627,Human Factors’ Methods,3,,,PSY 527 or consent of instructor,
PSY 631,Seminar in Perception and Physiological Psychology,3,,,PSY 331 or PSY 340 or PSY 341 or PSY 342,
PSY 632,Seminar in Learning,3,,,PSY 333,
PSY 633,Seminar in Perception and Attention,3,,,PSY 331 or PSY 332,
PSY 634,Seminar in Cognition,3,,,PSY 332 or PSY 333,
PSY 636,Seminar in Human-Computer Interaction,3,,,PSY 527 or consent of the instructor,
PSY 651,Seminar in Social Psychology,3,,,"PSY 351 , PSY majors only or consent of instructor",
PSY 656,Seminar in Personality,3,,,PSY 356,
PSY 661,Seminar in Developmental Psychology,3,,,PSY 361,
PSY 673,Seminar in Clinical Psychology,3,,,PSY 370 or equivalent undergraduate Abnormal Psychology course or consent of instructor,
PSY 678,Seminar in Health and Behavior and Intervention,3,,,PSY 310 or consent of instructor,
PSY 683,Issues Organizational Development,3,,,PSY 581,
PSY 686,Issues in Training,3,,,PSY 585 and PSY majors only,
PSY 688,Practicum in Industrial and Organizational Psychology,3,,,At least 12 units of graduate-level coursework within the MSIO program,
