course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
KIN 427,Physical and Motor Assessment in Adapted Physical Education,3,,,KIN 315 &nbsp;& KIN 320,
KIN 430,Motor Control Principles and Theory,3,,,KIN 312 and KIN EXSCI majors only,
KIN 431,Scientific Foundations of Locomotion,3,,,"KIN 300 , KIN 312 and KIN EXSCI majors only",
KIN 432,Applied Motor Learning,3,,,KIN 300 and KIN 312,
KIN 441,Applied Biomechanics: Lifting and Work Capacity,3,,,KIN 300 and KIN EXSCI majors only,
KIN 442,Biomechanics Laboratory Practicum,3,,,“C” or higher in KIN 300 or equivalent with laboratory or consent of instructor,
KIN 457,Applied Theory of Teaching Team Sports,3,,,"KIN 240, KIN 242, and KIN 270",
KIN 460,Applied Theory and Analysis of Non-Traditional Physical Education Games and Activities,2,,,KIN 370 and Senior standing,
KIN 461,Applied Theory of Teaching Individual and Dual Sports,3,,,"KIN 237 , KIN 244, KIN 243, KIN 268 , and KIN 270",
KIN 462,Advanced Strength and Conditioning,3,,,"KIN 300 , KIN 301 and KIN Exercise Science or KIN Fitness or Athletic Training majors only",
KIN 463,Exercise Physiology Laboratory Practicum,3,,,A grade of “C” or higher in KIN 301 or equivalent with laboratory or consent of instructor,
KIN 465,Clinical Exercise Electrocardiography,3,,,Restrict to KIN Exercise Science majors only,
KIN 466,Biochemical and Hormonal Adaptations to Physical Activity,3,,,KIN 301 and CHEM 111A or CHEM 112A,
KIN 467,Advanced Topics in Fitness and Wellness,3,,,KIN 368 and KIN Fitness majors only,
KIN 468,Nutrition for Exercise and Performance,3,,,NUTR 132 - Introductory Nutrition KIN Fitness and KIN Exercise Science majors: NUTR 132 and KIN 301,
KIN 469,Fitness Management,3,,,"KIN 363 , KIN 368",
KIN 472,Applied Sport Psychology,3,,,KIN 339 and Kinesiology Sport Psychology Leadership majors only,
KIN 475,Psychology of Coaching,3,,,KIN 339 and KIN Sport Psy and Leadership majors only,
KIN 476,Physical Education for the Elementary School Teacher,3,,,Junior standing,
KIN 477,Measurement and Curriculum in Physical Education,3,,,"KIN 343 , KIN 370 and Kinesiology majors in the K-12 PE Option and Physical Ed Teacher Ed Option",
KIN 478,Psychological Aspects of Exercise and Fitness,3,,,"&nbsp; KIN 300 , KIN 301 , KIN 312 , and KIN 339",
KIN 483,Statistics in Human Movement Science,3,,,"KIN 300 , KIN 301 , KIN 312 and KIN Exercise Science and ATEP majors only",
KIN 487,Supervised Activity Instruction Experience,3,,,KIN 363 and KIN 368,
KIN 488A,Fundamentals in Sport Training and Research,3,,,"A grade of “C” or higher in KIN 300 , KIN 301 , or KIN 312 , or consent of instructor",
KIN 488B,Advanced Sport Training and Research,3,,,"A grade “C” or higher in KIN 488A , or consent of instructor",
KIN 489,Field Work in Physical Activity Settings,3,,,Freshmen are prohibited from enrolling in upper division courses,KIN 467
KIN 494,Exercise Science Internship,3,,,Upper-division or graduate standing with a grade of “B” or better in KIN 300 for a biomechanics internship or KIN 301 for an exercise physiology internship or KIN 312 for a motor control and learning internship; consent of instructor required prior to registration,
KIN 495,Supervised Laboratory Methods,,,,Upper division or graduate standing and consent of instructor,
KIN 497,Independent Study,,,,"Major in Kinesiology, senior standing and consent of Kinesiology Department",
KIN 499,Selected Topics in Kinesiology,,,,Freshmen are prohibited from enrolling in upper division courses,
KIN 511A,"Sport Marketing, Development, and Fundraising Management",3,,,"Graduate Standing; admission to the Graduate Program in Sport Management The application of marketing principles, research, segmentation, product development, pricing, event marketing, sponsorship, fundraising, consumer behavior, licensing, branding, advertising, and sales promotion within the context of effective sport marketing",
KIN 511B,"Sport Marketing, Development, and Fundraising Management",3,,,"Graduate Standing; admission to the Graduate Program in Sport Management Addresses various aspects of sport management including advertising, marketing platforms, social media program development, personal branding, sales development, sponsor motivations, sport philanthropy, crisis management, key performance indicators, public relations, consumer insights, and leveraging relationships Letter grade only (A-F)",
KIN 512,Professional Ethics and Standards in Sport and Exercise Psychology,3,,,"Open to Kinesiology majors only, or by consent of instructor",
KIN 513,Personnel and Facility Management in Athletics,3,,,Graduate standing; admission into the Graduate Program in Sport Management,
KIN 514,Sport Finance,3,,,Graduate standing; admission into the Graduate Program in Sport Management,
KIN 515,"Sales: the Concept, the Pitch, the Close",3,,,Graduate standing; admission into the Graduate Program in Sport Management,
KIN 521,Foundations of Sport Management,3,,,Graduate standing; admission into the Graduate Program in Sport Management,
KIN 522,Non-Traditional Activities in K-12 Physical Education,3,,,Graduate standing; admission to the Master of Arts Program in Pedagogical Studies,
KIN 524,Analysis of Teaching in Physical Education,3,,,"Open to KIN graduate students only Analysis of teachers and teaching in physical activity environment: focus on developing observational competencies, analysis of research completed and future research designs",
KIN 525,Instructional Design in Physical Education,3,,,Undergraduate major in physical education,
KIN 526,Behavior Management in Physical Education,3,,,Open to KIN graduate students only,
KIN 527,Physical and Motor Assessment in Adapted Physical Education,3,,,KIN 315 or equivalent and KIN 320 or equivalent,
KIN 528,Promoting Physical Activity and Fitness in K-12 Physical Education,3,,,Graduate standing; admission to the Master of Arts Program in Pedagogical Studies,
KIN 529,Positive Youth Development and Physical Activity,3,,,Graduate Standing; admission to the Master Program in Kinesiology,
KIN 530,Neuromotor Control,3,,,"Graduate standing, KIN 312 or equivalent",
KIN 537,Universal Design for Learning in Physical Education,3,,,Open to KIN graduate students only Foundations in the organization and conduct of Adapted Physical Education,
KIN 540,Biomechanical Factors in Human Movement,3,,,KIN 300 or equivalent,
KIN 541,Applied Biomechanics: Lifting and Work Capacity,3,,,KIN 300 or equivalent (Trigonometry and PHYS 100A recommended),
KIN 551,Advanced Exercise Physiology,3,,,KIN 301 or equivalent and BIOL 207 or equivalent,
KIN 552,Exercise Testing and Training in Health and Disease,3,,,KIN 301 or equivalent and BIOL 207 or equivalent,
KIN 553,Environmental Aspects of Human Performance,3,,,Graduate standing; KIN 301 or equivalent with a grade of “C” or better or consent from the instructor,
KIN 560,Health Related Problems in Sport,3,,,AT 207 and KIN 301 or their equivalents and BIOL 207 and BIOL 208 or their equivalents,
KIN 561,Musculoskeletal Injuries in Sport,3,,,AT 207 and KIN 300 or their equivalents and BIOL 208 or its equivalent,
KIN 562,Advanced Strength and Conditioning,3,,,"KIN 300 , KIN 301",
KIN 563,Exercise Physiology Laboratory Practicum,3,,,“C” or higher in KIN 301 or equivalent with laboratory and consent of instructor,
KIN 565,Clinical Exercise Electrocardiography,3,,,"BIOL 207 , KIN 301 , and/or consent of instructor",
KIN 566,Biochemical and Hormonal Adaptations to Physical Activity,3,,,"Upper-division undergraduate or Graduate standing; KIN 301 or equivalent; CHEM 111A , CHEM 112A , or its equivalent",
KIN 568,Nutrition for Exercise and Performance,3,,,"NUTR 132 , KIN 301 for the KIN Fitness option and the KIN Exercise Science option or BIOL 207 for the Nutrition and Dietetics option",
KIN 572,Applied Sport Psychology,3,,,"Open to Kinesiology majors only, or by consent of instructor",
KIN 574,Introduction to Sport and Exercise Psychology,3,,,Graduate standing or consent of instructor An in-depth study of the primary theories and tenants of sport and exercise psychology,
KIN 575,Psychology of Coaching,3,,,KIN 339,
KIN 576,Quantitative and Qualitative Analysis,3,,,KIN 696 or consent of instructor Designed to add to students’ existing knowledge of statistical methods in sport and exercise psychology by covering some of the more advanced statistical techniques used in the sport and exercise psychology field,
KIN 577,Sport in U.S. Culture,3,,,"Open to Kinesiology majors only, or by consent of instructor",
KIN 578,Psychological Aspects of Exercise and Fitness,3,,,"Open to Kinesiology majors only, or by consent of instructor",
KIN 579,Psychological Aspects of Sport Injury,3,,,"Graduate standing or consent of instructor Psychological factors and intervention strategies as they relate to risk, experience, and treatment of athletic injuries from a biopsychosocial perspective",
KIN 580,Computer Applications in Physical Education,3,,,"Graduate standing, consent from instructor",
KIN 581,"Sport, Exercise, and Performance Psychology Practicum",3,,,"Graduate Standing, KIN 572, KIN 512, and consent of instructor",
KIN 587,Supervised Activity Instruction Experience,,,,Upper division or graduate standing and consent of instructor,
KIN 591,Field Studies in Sport Event Management,3,,,Graduate standing; admission into the Graduate Program in Sport Management,
KIN 592A,Sports Management Internship,3,,,Graduate standing; admission into the Graduate Program in Sport Management,
KIN 593A,Coaching Internship,3,,,Bachelor degree with a major or minor in Kinesiology or Physical Education or an approved related major; advancement to candidacy and approval of Intern Coordinator,
KIN 593B,Coaching Internship,6,,,Bachelor degree with a major or minor in Kinesiology or Physical Education or an approved related major; advancement to candidacy and approval of Intern Coordinator,
KIN 594,Exercise Science Internship,3,,,Upper division or graduate standing with a grade of “B” or better in KIN 300 for a biomechanics internship or KIN 301 for an exercise physiology internship or KIN 312 for a motor control and learning internship,
KIN 595,Supervised Laboratory Methods,,,,Upper division or graduate standing and consent of instructor,
KIN 597,Independent Research,,,,Consent of Kinesiology faculty member and graduate advisor,
KIN 630,Seminar in Motor Learning,3,,,KIN 312 and KIN 696 (may be taken concurrently),
KIN 633,Seminar in Sport Psychology,3,,,KIN 339 or consent of instructor,
KIN 638,Seminar in Trends in Adapted Physical Education,3,,,KIN 537 or equivalent,
KIN 671,Seminar in Current Trends and Issues in Kinesiology,3,,,Graduate standing,
KIN 694,Capstone in Kinesiology,3,,,KIN 696 and admission into a Kinesiology graduate program,
KIN 695,Seminar in Professional Literature,3,,,Graduate standing; admission into the Graduate Program in Sport Management Critical analysis and synthesis of professional literature in Kinesiology,
KIN 696,Research Methods and Statistical Analysis,3,,,"Undergraduate major in Kinesiology or related field, undergraduate Statistic course or equivalent",
KIN 697,Directed Studies,,,,KIN 696 and advancement to candidacy,
KIN 698,Thesis/Project,,,,KIN 696 and advancement to candidacy,
