course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
CWL 506,Selected Topics - East European Literature and Culture,3,,,One course in literature or consent of instructor,
CWL 530,Dante,3,,,One course in literature or consent of instructor,
CWL 540,Selected Topics - Latin American Literary Studies,3,,,One course in literature or consent of instructor,
CWL 545,Selected Topics - American Folklore Studies,3,,,One course in literature or consent of instructor,
CWL 548,Selected Topics - Comparative Studies,3,,,One course in literature or consent of instructor,
CWL 549,Selected Topics - Major Continental Writers,3,,,One course in literature or consent of instructor,
CWL 549A,Selected Topics - Major Continental Writers - Nobel Prize Laureates,3,,,Consent of instructor,
CWL 550,Selected Topics - Comparative World Literature,3,,,CWL 501 or consent of instructor,
CWL 552,Selected Topics - Mythology,3,,,One course in literature or consent of instructor,
CWL 553,Fairy Tales,3,,,One course in literature or consent of instructor,
CWL 561,Selected Topics - Contemporary Literary Criticism,3,,,Two upper-division literature courses or consent of instructor,
DANC 100,Orientation to Dance,2,,,,Concurrent enrollment in at least one GE Foundation course
DANC 101,Introduction to Modern Dance,3,,,One GE Foundation course,One GE Foundation course
DANC 102,Introduction to Ballet,3,,,One GE Foundation Course,One GE Foundation Course
DANC 103,Introduction to Jazz,3,,,One GE Foundation Course,One GE Foundation Course
DANC 104,Introduction to Tap,3,,,One GE Foundation course,One GE Foundation course
DANC 106,Introduction to African/African Diasporic Dance,3,,,,Concurrent enrollment in or completion of at least one GE Foundation course
DANC 107,Introduction to Street and Club Dances,3,,,One GE Foundation course,One GE Foundation course
DANC 109B,Street and Club Dances I,2,,,Placement screening required,
DANC 110,Viewing Dance,3,,,,One GE Foundation course
DANC 118A,Movement Practices I,2,,,Dance major or Dance Pre-major,
DANC 118B,Movement Practices I,2,,,Dance major or Dance Pre-major,
DANC 119,Dance Activity I,,,,Consent of Instructor,
DANC 152A,Modern-Contemporary Techniques I,2,,,"Dance major, Dance Pre-major, or consent of instructor",
DANC 152B,Modern-Contemporary Techniques I,2,,,"Dance major, Dance Pre-major, or consent of instructor",
DANC 154A,Ballet Technique I,2,,,"Dance major, Dance Pre-major, or consent of instructor",
DANC 154B,Ballet Technique I,2,,,"Dance major, Dance Pre-major, or consent of instructor",
DANC 161,Body Awareness and Conditioning for Dancers,2,,,,Completion of or concurrent enrollment in at least one GE Foundation course
DANC 180,Dance Performance,1,,,Dance major or Dance Pre-major,
DANC 181,Dance Production Technical,1,,,Dance major or Pre-major; DANC 182,Dance major or Pre-major; DANC 182
DANC 182,Introduction to Dance Production,2,,,Dance major or Dance Pre-major,
DANC 200,Ballet History in Western Culture,3,,,Any GE Foundation Course,
DANC 205,Introduction to Dance History,3,,,Completion of GE 1A (English Communication) requirement; and Sophomore Standing,
DANC 209A,Street and Club Dances II,2,,,"Dance Major or Dance Pre-Major; DANC 109 or DANC 109A or DANC 109B , or department consent",
DANC 209B,Street and Club Dances II,2,,,"Dance Major or Dance Pre-Major; DANC 109, DANC 109A or DANC 109B , or department consent",
DANC 210A,Dances of Africa and the African Diaspora I,2,,,"Dance major, dance pre-major, or consent of instructor",
DANC 216A,Jazz Technique II,2,,,"Dance Major or Dance Pre-Major; DANC 116, or DANC 116A or DANC 116B , or department consent",
DANC 216B,Jazz Techniques II,2,,,"Dance Major or Dance Pre-Major; DANC 116, or DANC 116A , or DANC 116B , or department consent",
DANC 218A,Movement Practices II,2,,,Dance major or Pre-major,
DANC 218B,Movement Practices II,2,,,Dance major or Dance Pre-major,
DANC 220,Dance Composition I,3,,,DANC 120,
DANC 252A,Modern-Contemporary Techniques II,2,,,"Dance major or Dance pre-major; DANC 152, or DANC 152A, or DANC 152B, or department consent",
DANC 252B,Modern-Contemporary Techniques II,2,,,"Dance major or Dance Pre-major; DANC 152, or DANC 152A, or DANC 152B, or department consent",
DANC 254A,Ballet Technique II,2,,,"Dance major or Dance pre-major; DANC 154, or DANC 154A, or DANC 154B, or department consent",
DANC 254B,Ballet Technique II,2,,,"Dance major or Dance Pre-major; DANC 154, or DANC 154A, or DANC 154B, or department consent",
DANC 260,Functional Anatomy for the Dancer,3,,,DANC 161 or consent of the instructor,
DANC 261,Anatomy with Clay Laboratory,1,,,DANC 161 or consent of the instructor,DANC 260 or consent of the instructor
DANC 295,Repertory,,,,Dance major,
DANC 300,Dance Orientation: Transfer Students,2,,,Dance majors,
DANC 309A,Street and Club Dances III,2,,,"Dance Major; DANC 209, or DANC 209A , or DANC 209B , or department consent",
DANC 309B,Street and Club Dances III,2,,,"Dance Major; DANC 209, or DANC 209A , or DANC 209B , or department consent",
DANC 310A,Dances of Africa and the African Diaspora II,2,,,"DANC 210, or DANC 210A , or DANC 210B , or consent of instructor",
DANC 310B,Dances of Africa and the African Diaspora II,2,,,"DANC 210, or DANC 210A , or DANC 210B , or consent of instructor",
DANC 312A,Modern-Contemporary Techniques III,2,,,"Dance major; DANC 252, or DANC 252A, or DANC 252B, or department consent",
DANC 312B,Modern-Contemporary Techniques III,2,,,"Dance major; DANC 252, or DANC 252A, or 252B, or department consent",
DANC 314A,Ballet Technique III,2,,,"Dance major; DANC 254, or DANC 254A, or DANC 254B, or department consent",
DANC 314B,Ballet Technique III,2,,,"Dance major; DANC 254, or DANC 254A, or DANC 254B, or department consent",
DANC 316A,Jazz Technique III,2,,,"Dance Major; DANC 216, or DANC 216A, or DANC 216B , or department consent",
DANC 316B,Jazz Technique III,2,,,"Dance Major; DANC 216, or DANC 216A , or DANC 216B , or department consent",
DANC 318A,Movement Practices III,2,,,Dance major or Dance Pre-major,
DANC 318B,Movement Practices III,2,,,Dance major or Dance Pre-major,
DANC 320,Dance Composition II,3,,,DANC 220,
DANC 321,Directed Choreography,,,,Consent of instructor,
DANC 342,Global Cultures and Dance Traditions,3,,,Complete entire Foundation with one or more Exploration courses and upper division standing,
DANC 360,Quantitative Analysis of Dance Injuries: Prevention and Recovery,3,,,Completion of GE Foundations; Completion of at least one GE Explorations course; Completion of at least 60 units,
DANC 361,Pilates I,3,,,"Dance Majors, DANC 260 ; or consent of instructor",
DANC 362,Pilates II,2,,,"Dance Major, DANC 361 ; or consent of instructor",
DANC 373,Nonverbal Communication: Interaction of Mind and Body,3,,,Complete entire Foundation with one or more Exploration courses and upper division standing,
DANC 380,Dance Performance,1,,,"Dance major, Dance Pre-major, or Dance minor",
DANC 381,Dance Production Technical,1,,,,DANC 182 and Dance major or Dance Pre-major
DANC 412A,Modern-Contemporary Techniques IV,2,,,Dance major or consent of instructor,
DANC 412B,Modern-Contemporary Techniques IV,2,,,Dance major or consent of instructor,
DANC 414A,Ballet Technique IV,2,,,Dance major or consent of instructor,
DANC 414B,Ballet Technique IV,2,,,Dance major or consent of instructor,
DANC 420,Advanced Composition,2,,,DANC 320 or consent of instructor,
DANC 422,Improvisation,2,,,DANC 120 or consent of instructor,
DANC 435,Dance on Camera,3,,,Complete entire Foundation with one or more Exploration courses and upper division standing,
DANC 442,Dance and Social Identity in the U.S.,3,,,Dance Major,
DANC 445,Somatic Techniques and Movement Analysis,3,,,Open to Dance Majors and Minors only,
DANC 446,Functional Movement Assessment in Dance,1,,,DANC 260; Dance Science or pre-Dance Science major,
DANC 470,Dance Teaching Methods,3,,,"Dance major, upper division standing, or consent of instructor",
DANC 480,Dance Performance,1,,,Dance major,
DANC 481,Dance Production-Technical,1,,,,DANC 182 and Dance Major or Dance Pre-major
DANC 490,Selected Topics in Dance,,,,Consent of instructor,
DANC 491A,Design for Dance Lighting,3,,,"DANC 182; Dance major, upper division standing, or consent of instructor",
DANC 491B,Design for Dance Costuming,3,,,DANC 182; Dance major; upper division standing; or consent of instructor,
DANC 495,Repertory,,,,Dance major,
DANC 498,Senior Seminar in Dance,2,,,Senior standing in the BFA program or consent of instructor,
DANC 499,Directed Studies in Dance,,,,Consent of instructor,
DANC 505,Dance Pedagogy,3,,,Acceptance into MFA program or consent of advisor,
DANC 506,Teaching Practicum,1,,,Acceptance into the MFA program in Dance,
DANC 510A,Technique Laboratory,,,,Admission into the MA or MFA degree program,
DANC 510B,Technique Laboratory,,,,Admission into the MA or MFA degree program,
DANC 510C,Technique Laboratory,,,,Admission into the MA or MFA degree program,
DANC 511A,MFA Technique Laboratory,2,,,Admission into the MFA degree program,
DANC 511B,MFA Technique Laboratory,2,,,Admission into the MFA degree program,
DANC 520A,Choreography A,3,,,Admission into the MFA degree program,
DANC 520B,Choreography B,3,,,Admission into the MFA program for dance,
DANC 520C,Choreography C,3,,,Admission into the M,
DANC 520D,Choreography D,3,,,Admission into the M,
DANC 521,Dance Composition III,3,,,Admission to the MA degree program in Dance,
DANC 522,Composition IV,3,,,Admission into the MA degree program,
DANC 565,Dance Science as Related to Teaching Technique,3,,,Admission into the MA or MFA degree program,
DANC 570,Practical Research Methods in Dance,3,,,Acceptance into the MFA program in Dance or consent of Graduate Advisor,
DANC 580A,Dance Performance,1,,,Admission into the MFA degree program,
DANC 581,Graduate Dance Production,3,,,Acceptance into the MFA program in Dance,
DANC 585A,Dance Performance,1,,,Admission into the MA or MFA degree program,
DANC 590,Selected Topics in Dance,,,,Acceptance into MFA program in dance,
DANC 592,Selected Topics in Dance,,,,Acceptance into MFA program in dance,
DANC 595,Repertory,,,,Admission into the MFA degree program,
DANC 597,Criticism and Analysis of Dance,3,,,Acceptance into the graduate degree programs in dance,
DANC 599,Directed Studies,,,,Admission into the MFA degree program,
DANC 605,Seminar in Dance,,,,Acceptance into the MA or MFA in Dance,
DANC 693,Teaching Internship,,,,Acceptance into the M,
DANC 698,Thesis/Project,,,,Advancement to candidacy,
DANC 699,MFA Project,,,,Advancement to candidacy in MFA in Dance program,
DESN 120A,Fundamentals of Design,3,,,"Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 120B,Fundamentals of Design,3,,,"DESN 120A with a ‘C’ or better; Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 130,Perspective and Rendering for Interiors,3,,,Interior Design major or pre-major only,
DESN 132A,Perspective and Rendering Systems,3,,,"Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 132B,Perspective and Rendering Systems,3,,,"DESN 130 or DESN 132A with a ‘C’ or better; Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 141,Interior/Architectural Drafting,3,,,"Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 142,Beginning Space Planning,3,,,DESN 120A or ART 130 with a ‘C’ or better; DESN 130 and DESN 141 with a ‘C’ or better; and BFA Interior Design Major or Pre-Major status; BA in Design with consent of instructor,
DESN 143,Materials of Interiors,3,,,DESN 142 with a “C” or better,
DESN 150,Design Drafting,3,,,"Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 151,Design Materials and Tools,2,,,"Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 154,Modeling and Prototyping Techniques,3,,,DESN 150 and DESN 151 with a “C” or better,
DESN 156,3D Computer-Aided Design,3,,,DESN 150 with a “C” or better,
DESN 230,Visualization for Interior Architecture,3,,,DESN 142 Introduction to visual communication methods and techniques used by interior designers to develop and convey two-dimensional and three-dimensional ideas,DESN 142 Introduction to visual communication methods and techniques used by interior designers to develop and convey two-dimensional and three-dimensional ideas
DESN 232,Visualization Techniques,3,,,DESN 120B or ART 130 with a “C” or better; and DESN 130 or DESN 132B with a “C” or better,
DESN 244,Lighting Design for Interior Architecture,3,,,"DESN 120B and DESN 130 with a “C” or better, or consent of instructor",DESN 142 Exploration of fundamentals of natural and engineered light in architectural and interior space
DESN 245,Building Systems for Interior Architecture,3,,,DESN 142 with a “C” or better,
DESN 246,Computer-Aided Drafting,3,,,DESN 141 with a “C” or better,
DESN 254,Production Materials and Technical Processes,3,,,DESN 154 and DESN 156 with a ‘C’ or better,
DESN 255,2D Computer-Aided Graphics,3,,,"Design, Industrial Design, and Interior Design pre-majors and majors only",
DESN 268,History and Theory of Sustainability in Design,3,,,GE Foundation Requirements or consent of instructor,
DESN 280,Industrial Design Processes,3,,,,DESN 255 Introductory course in the design processes utilized by industrial designers for product development
DESN 300,Designers in Their Own Words,3,,,"BA Design, Industrial Design or Interior Design majors only, upper division standing",
DESN 312,Interior Architectural Model Building,3,,,"DESN 130 , DESN 142 and DESN 151 or consent of instructor",
DESN 315,Form and Figures: The Mathematics of Design,3,,,Completion of GE Foundation and Exploration Requirements,
DESN 320,Advanced Form Study,3,,,DESN 232 with a “C” or better,
DESN 331A,Industrial Design,3,,,"DESN 280, Junior standing in the Industrial Design program or consent of instructor, and department advisor consent",
DESN 331B,Industrial Design,3,,,"DESN 331A with a “C” or better, Junior standing in the Industrial Design program or consent of instructor, and department advisor consent",
DESN 332,Advanced Idea Generation for Designers,3,,,DESN 232 with a “C” or better,
DESN 333A,Industrial Design Methodology,3,,,"DESN 280, Junior standing in the Industrial Design program or consent of instructor, and department advisor consent",
DESN 333B,Industrial Design Methodology,3,,,"DESN 333A with a “C” or better, Junior standing in the Industrial Design program or consent of instructor, and department advisor consent",
DESN 336,Advanced Visualization and 3D Modeling,3,,,DESN 120B with a “C” or better,
DESN 340,Interior Design Process and Theory,3,,,DESN 130 and DESN 142 with a “C” or better,
DESN 341A,Interior Design,4,,,"DESN 230 , DESN 244 , DESN 245 , DESN 246 , DESN 312 , DESN 340, Junior standing in the Interior Design program, and department advisor consent",DESN 342 or consent of instructor
