course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
SPAN 450,Studies in Colonial Spanish American Literature,3,,,SPAN 341,
SPAN 455,Hispanic Cinema of the Americas,3,,,SPAN 300,
SPAN 460,Studies in Spanish American Culture,3,,,SPAN 341,
SPAN 461,Introduction to Translation and Interpretation,3,,,SPAN 300 with a “B” or better or instructor’s consent,
SPAN 462,Written and Sight Translation I: English/Spanish,3,,,SPAN 461 or instructor’s consent,
SPAN 463,Written and Sight Translation II: Spanish/English,3,,,SPAN 461 or consent of instructor,
SPAN 464,Consecutive Interpretation I,3,,,SPAN 461 or consent of instructor,
SPAN 465,Consecutive Interpretation II,3,,,SPAN 461 or consent of instructor,
SPAN 466,Simultaneous Interpretation English/Spanish,3,,,SPAN 461 or consent of instructor,
SPAN 467,Simultaneous Interpretation Spanish/English,3,,,SPAN 461 or instructor’s consent,
SPAN 490,Selected Topics in Spanish,3,,,"SPAN 310 or consent of Instructor Study of a particular aspect of Spanish literature, language or culture",
SPAN 492,Studies in Hispanic Theater,3,,,SPAN 341 or consent of Instructor,
SPAN 493,Women and War,3,,,SPAN 310,
SPAN 494,Internship in Spanish,,,,Consent of instructor and department chair,
SPAN 499,Independent Study,,,,Consent of instructor and department chair,
SPAN 500,Don Quijote and the Critics,3,,,SPAN 310,
SPAN 520,History of Spanish Language,3,,,One course in Spanish linguistics or consent of instructor,
SPAN 526,Spanish Morphology and Syntax,3,,,Consent of instructor,
SPAN 527,Contrastive Analysis of Spanish and English,3,,,Consent of instructor,
SPAN 529,Studies in 19th and 20th Century Spanish Poetry,3,,,"SPAN 330 Examines salient poets from last two centuries, including Rosalía de Castro, Gustavo Adolfo Bécquer, Antonio Machado, Juan Ramón Jiménez, Vicente Aleixandre, Federico García Lorca, Gloria Fuertes, Jaime Gil de Biedma, and other more contemporary figures",
SPAN 538,Studies in Golden Age Literature,3,,,SPAN 330,
SPAN 539,Modern Spanish Narrative,3,,,SPAN 330 or consent of instructor,
SPAN 540,"Civilized Barbarisms: Nature, War and Race in Latin American Fiction",3,,,SPAN 341,
SPAN 541,Studies in Nineteenth and Twentieth Century Spanish American Narrative,3,,,SPAN 341 or consent of instructor,
SPAN 542,Nation Building and Women’s Writing in Nineteenth-Century Spanish America,3,,,SPAN 310 and SPAN 341 or instructor’s consent,
SPAN 544,Nineteenth-Century Spanish America and The National Family Romance,3,,,SPAN 310 and SPAN 341 or consent of instructor,
SPAN 546,Studies in Spanish Culture,3,,,SPAN 330 Deals with some aspect of Spanish culture in an interdisciplinary fashion during a given period,
SPAN 547,The Invention of Spain: Visions in Conflict,3,,,"SPAN 300 , SPAN 310 , SPAN 330",
SPAN 548,Romanticism and Realism,3,,,"SPAN 300 , SPAN 310 and SPAN 330",
SPAN 549,Dictatorship to Democracy: Film and Literature in Spain (1930-today),3,,,SPAN 310 and SPAN 330 or consent of instructor,
SPAN 550,Studies in Colonial Spanish American Literature,3,,,SPAN 310 and SPAN 341,
SPAN 560,Studies in Spanish American Culture,3,,,SPAN 341,
SPAN 592,Studies in Hispanic Theater,3,,,"SPAN 330 or SPAN 341 , or consent of instructor",
SPAN 593,Women and War,3,,,SPAN 310,
SPAN 599,Directed Studies,,,,"Graduate standing, advanced to candidacy, consent of the instructor and chair or graduate advisor",
SPAN 640,Selected Topics - Seminar in Spanish American Literature,3,,,SPAN 341 or consent of instructor,
SPAN 650,Research Methods and Critical Theory,3,,,SPAN 310,
SPAN 691,Seminar in Spanish Literature - The Spanish Civil War and Its Artistic Repercussions,3,,,"SPAN 330 , SPAN 341 or consent of instructor",
